Service discovery failed DEVICE:09 [3 Mar 2011 22:51:10 GMT]
Service discovery failed DEVICE:qwerty [3 Mar 2011 22:51:20 GMT]
Service discovery failed DEVICE:qwerty [3 Mar 2011 23:40:57 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 00:10:46 GMT]
HTC Dream cancled election initiation [4 Mar 2011 00:46:04 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 01:23:01 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 01:23:07 GMT]
asdf cancled election initiation [4 Mar 2011 01:23:08 GMT]
Service discovery failed DEVICE:asdf [4 Mar 2011 01:37:18 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 02:00:41 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 02:00:46 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 02:32:37 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 03:19:47 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 03:33:39 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 03:52:21 GMT]
asdf cancled election initiation [4 Mar 2011 04:06:42 GMT]
Service discovery failed DEVICE:asdf [4 Mar 2011 04:22:46 GMT]
qwerty cancled election initiation [4 Mar 2011 04:22:56 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 05:06:53 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 05:06:58 GMT]
Service discovery failed DEVICE:asdf [4 Mar 2011 05:07:03 GMT]
asdf cancled election initiation [4 Mar 2011 05:18:41 GMT]
asdf cancled election initiation [4 Mar 2011 05:45:09 GMT]
qwerty cancled election initiation [4 Mar 2011 05:45:09 GMT]
08 cancled election initiation [4 Mar 2011 05:45:10 GMT]
Service discovery failed DEVICE:asdf [4 Mar 2011 06:03:23 GMT]
Service discovery failed DEVICE:08 [4 Mar 2011 06:03:29 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 06:26:26 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 06:26:35 GMT]
Service discovery failed DEVICE:asdf [4 Mar 2011 06:26:40 GMT]
Service discovery failed DEVICE:08 [4 Mar 2011 06:26:45 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 07:05:56 GMT]
Service discovery failed DEVICE:asdf [4 Mar 2011 07:06:09 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 07:06:14 GMT]
Service discovery failed DEVICE:08 [4 Mar 2011 07:06:19 GMT]
Service discovery failed DEVICE:08 [4 Mar 2011 07:14:04 GMT]
qwerty cancled election initiation [4 Mar 2011 07:14:04 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 07:41:37 GMT]
Service discovery failed DEVICE:08 [4 Mar 2011 07:55:29 GMT]
Service discovery failed DEVICE:08 [4 Mar 2011 08:16:22 GMT]
08 cancled election initiation [4 Mar 2011 08:30:13 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 08:41:31 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 08:41:37 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 08:41:42 GMT]
Service discovery failed DEVICE:asdf [4 Mar 2011 08:41:47 GMT]
08 cancled election initiation [4 Mar 2011 08:41:49 GMT]
Service discovery failed DEVICE:qwerty [4 Mar 2011 08:46:32 GMT]
Service discovery failed DEVICE:asdf [4 Mar 2011 08:46:38 GMT]
HTC Dream cancled election initiation [4 Mar 2011 08:46:38 GMT]
Service discovery failed DEVICE:09 [4 Mar 2011 09:05:22 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 09:05:27 GMT]
Service discovery failed DEVICE:08 [4 Mar 2011 09:23:44 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 09:23:51 GMT]
qwerty cancled election initiation [4 Mar 2011 09:23:52 GMT]
qwerty cancled election initiation [4 Mar 2011 09:46:20 GMT]
qwerty cancled election initiation [4 Mar 2011 09:57:34 GMT]
09 cancled election initiation [4 Mar 2011 10:08:48 GMT]
qwerty cancled election initiation [4 Mar 2011 10:08:48 GMT]
09 cancled election initiation [4 Mar 2011 10:24:26 GMT]
09 cancled election initiation [4 Mar 2011 10:35:40 GMT]
qwerty cancled election initiation [4 Mar 2011 10:46:55 GMT]
09 cancled election initiation [4 Mar 2011 10:58:10 GMT]
qwerty cancled election initiation [4 Mar 2011 10:58:10 GMT]
09 cancled election initiation [4 Mar 2011 11:25:02 GMT]
qwerty cancled election initiation [4 Mar 2011 11:36:17 GMT]
09 cancled election initiation [4 Mar 2011 11:36:17 GMT]
09 cancled election initiation [4 Mar 2011 11:40:41 GMT]
09 cancled election initiation [4 Mar 2011 11:51:55 GMT]
qwerty cancled election initiation [4 Mar 2011 12:03:09 GMT]
09 cancled election initiation [4 Mar 2011 12:03:09 GMT]
09 cancled election initiation [4 Mar 2011 12:07:32 GMT]
09 cancled election initiation [4 Mar 2011 12:18:47 GMT]
qwerty cancled election initiation [4 Mar 2011 12:30:01 GMT]
09 cancled election initiation [4 Mar 2011 12:30:01 GMT]
qwerty cancled election initiation [4 Mar 2011 12:45:39 GMT]
09 cancled election initiation [4 Mar 2011 12:56:53 GMT]
Connection timed out DEVICE:09 [4 Mar 2011 13:08:37 GMT]
qwerty cancled election initiation [4 Mar 2011 13:08:37 GMT]
09 cancled election initiation [4 Mar 2011 13:13:01 GMT]
Service discovery failed DEVICE:08 [4 Mar 2011 13:24:20 GMT]
Service discovery failed DEVICE:HTC Dream [4 Mar 2011 13:24:25 GMT]
08 cancled election initiation [4 Mar 2011 13:35:49 GMT]
09 cancled election initiation [4 Mar 2011 13:35:49 GMT]
